2027,1804,1151
2338,4952,1338
2286,1117,1468
741,1898,4466
4646,4542,3943
3071,651,3919
1518,202,1921
2416,1594,1435
3344,2550,4294
493,697,860
2251,34,1018
3281,2115,2174
1973,2630,1161
367,2732,1452
4262,2768,2155
4435,2843,1343
2764,4952,435
2347,3154,632
4419,2116,4119
2792,3464,765
506,4433,4662
4243,4687,171
1107,170,3261
153,578,957
4550,1784,1449
384,1066,731
652,3658,2114
4890,1685,1915
4312,4408,1567
1691,4163,2815
435,3112,2095
647,3011,4571
683,2039,2848
2976,4435,2403
4108,1523,1020
64,773,2252
621,3333,1783
4354,1307,4023
1971,168,1100
2032,83,3100
788,862,359
4963,2149,662
2510,401,1651
4069,3629,248
535,3754,3529
273,4727,2980
780,2504,1457
4276,1915,2316
4681,2926,4810
921,552,2566
2008,3496,86
3579,4501,2271
4177,2067,2056
4308,2342,2283
4312,3010,4196
1306,2061,4191
2601,2865,4079
4193,3641,2030
1371,4679,645
4202,3910,4565
1147,4280,2054
1006,4484,1264
4615,2713,4265
2753,975,4369
3311,4919,2520
3970,4632,1500
3824,290,2228
1946,695,1061
84,2536,4662
1426,2335,808
4913,3172,823
3744,4697,560
1202,1967,1594
4435,4729,1343
780,520,1901
503,1369,285
372,4407,4188
949,3580,3517
416,1968,4346
4616,149,173
1137,3749,3140
1854,1870,992
1266,4799,2397
3239,1603,915
3380,2085,1190
4867,1035,1259
1107,1544,4911
3411,1233,502
227,1471,250
3407,438,459
4056,2015,592
2574,3312,4470
1696,696,2081
1563,4809,4966
287,2795,4874
4426,4265,538
4954,1248,4192
4036,2144,2615
739,4123,452
1314,2752,1852
404,3137,4467
3261,4981,1593
3477,650,1346
1025,4786,2394
3170,160,4316
907,4249,2149
3988,3803,4040
4343,33,4454
2999,4411,3055
1425,3024,1207
3264,1189,4256
4559,3962,3694
1737,2449,2532
4419,578,3262
1564,1942,3031
4874,4232,3000
2539,3999,585
1233,1631,3512
1582,1439,4879
4890,2036,3373
4658,3685,1215
3659,1401,4387
3112,227,187
2081,88,2888
918,2722,4077
2200,4543,4804
4102,981,262
2349,4373,3946
2197,4308,30
3589,1656,3040
634,4451,1975
4646,4542,650
157,2011,2916
4687,378,2291
2262,2443,4320
3314,4350,3726
2895,3926,4310
2561,4697,1105
3571,1825,1323
222,2048,189
2450,1710,4732
2901,4149,4033
1882,3163,861
2775,634,2216
1854,3103,992
4648,4293,480
504,271,4233
2401,865,2938
737,160,1684
4101,1324,4039
3647,2371,834
4861,2381,2503
2525,868,4088
4201,4992,4715
4783,2283,4425
974,889,2056
961,975,4184
960,2963,1465
1135,4722,4420
3010,671,1649
3919,1666,659
372,938,1276
3286,1800,2654
53,3131,2949
2101,2944,4145
1394,2457,2087
2988,1394,4099
2962,3779,3927
70,4256,1238
1435,1641,1386
4235,2007,1369
4473,4785,2394
3983,2888,690
727,1225,1371
4681,4150,2564
1102,139,2602
1652,2421,3187
2212,3312,1936
835,4529,570
1412,2067,1007
4813,1768,2569
4250,4470,47
153,1665,897
3964,113,1102
387,4764,4941
1737,2449,2734
4813,1536,3753
3270,4226,3691
1668,2709,915
4134,3427,4581
1215,3295,3727
1571,449,2911
2435,4905,2888
684,1997,452
621,3778,4411
4757,2648,2394
3936,1468,3162
1029,117,33
4464,1453,4893
3700,1283,3647
2732,1790,3823
411,4646,1119
717,430,4409
4763,1281,2394
2354,3040,886
31,1893,3713
4561,430,1903
3894,1386,3462
1737,3418,2532
2745,2341,2457
968,2365,4749
975,4895,1947
4506,2322,1530
4920,684,2546
3356,3567,1379
3000,1277,1669
4270,1560,240
1371,4679,4965
2449,4451,261
4001,2346,1108
3854,1393,970
3412,3956,1221
1948,4835,3981
2218,3036,2246
2745,3967,2716
2648,1477,3568
4587,2028,126
4148,2158,2296
2628,4681,2571
2046,187,2114
1229,4747,4757
2364,3908,3694
2847,4845,2472
77,3185,2309
1249,3546,4367
3673,1426,1518
4266,1658,65
1927,3061,3747
227,2107,572
4612,119,4198
2096,2025,3610
1612,1772,1460
1323,3562,2173
3872,275,1225
652,4672,2233
3230,4780,2589
3040,1894,2135
409,3340,4269
3826,3112,1916
874,3179,536
3846,1151,4191
470,3148,4745
3353,2454,615
4173,245,1666
928,3208,1504
4371,1895,1619
24,2648,386
4479,1481,2999
1765,2796,4679
4350,990,1653
4941,4400,1091
2976,4074,2542
4858,1092,4252
2316,2813,1190
3806,1259,162
4056,111,592
3682,1440,504
574,3563,1106
2606,3099,138
652,895,2114
4022,3577,1934
3154,3694,1722
414,2476,4751
1791,1130,3177
262,1399,1900
2302,4922,4107
3196,112,3261
3741,2389,2419
538,3345,1152
2868,2260,1202
1824,2350,1981
2350,4336,3589
3657,999,4662
3647,88,834
690,4355,2258
4222,321,3494
1771,4908,2212
2661,2402,3264
1804,4383,3952
4326,731,3514
4855,4281,1456
3071,4289,3633
3699,914,3200
645,2851,4933
3706,3905,4446
4520,2229,678
2101,2944,306
1987,3325,4806
1133,1324,3090
2244,2285,1530
1758,908,3007
130,2126,4715
1102,4189,3258
921,4067,1759
1639,3464,4232
3707,3548,957
688,3248,2367
2158,2425,3685
2510,3700,990
4799,4549,2206
3024,665,3638
2546,3834,2310
2072,2291,4590
118,2873,3050
1097,2894,4189
4039,2814,3996
424,4617,896
4383,4883,2717
956,4613,861
3107,392,691
409,322,1739
3713,1231,3277
1821,2431,3606
2663,1287,3080
1369,3179,1944
928,1147,1504
35,2250,2759
634,3526,1975
4148,4853,2200
727,1338,2485
2955,2505,49
1709,173,1848
1804,4385,2999
738,1642,4512
4974,3787,2159
1039,1416,4825
3489,3353,480
1472,1031,765
1189,1224,3700
2364,1842,2494
4106,4790,284
32,2158,3170
885,601,3961
2800,3386,70
3943,2611,4851
2686,1635,4722
2783,2161,763
4817,4420,2117
1641,808,2354
2678,1847,357
3762,430,3222
1998,3140,2950
2222,4164,1108
3143,3799,4133
2729,1881,4253
1343,313,1839
4888,727,489
4507,3901,1889
3526,3802,3455
1347,1767,447
4815,3792,2439
347,1254,443
2645,2084,3514
2282,4479,3462
435,2702,2095
639,1320,4056
3617,765,921
1614,4053,818
2755,3068,536
133,2089,4159
2364,3431,2373
3273,2115,4585
4831,880,2477
4426,1515,3056
858,883,1701
2112,3988,4522
4326,1897,2257
2407,4443,1839
2868,2701,3886
2729,3316,3566
3277,1097,1684
4001,1391,674
2847,2257,1129
2765,2318,3967
4685,3148,901
3177,1441,1944
3883,4435,4680
4148,4975,3712
4994,2682,2716
937,1554,2943
35,640,1443
1428,1119,3254
3494,2667,2260
945,4886,2319
3224,717,2732
1410,2641,3252
4059,1891,1532
3077,1269,3155
4473,4785,1248
1126,4891,3045
4312,3010,2365
2545,2461,3205
1458,3673,983
3312,2480,4092
598,2178,656
2489,1429,1349
3713,1456,3277
1219,3239,818
1000,1796,3952
1665,2253,914
2013,1678,2112
3737,4012,2894
1700,4874,890
414,3263,1218
604,2538,1636
3211,50,1680
351,996,1369
4168,2460,4435
472,492,3970
3651,3336,3667
11,3884,3548
1993,3255,1057
4806,1650,4883
4719,684,1759
2364,4574,1944
4224,4637,3863
3783,2181,2322
2173,4246,3364
922,1485,1214
3811,4446,1444
2402,1288,1219
691,1997,1737
390,4250,2901
830,4283,1222
4521,842,4523
304,3012,3649
2980,4906,4074
4947,2248,2700
4653,322,304
3010,3390,2460
759,2758,3227
1309,493,4156
4714,3016,173
389,1259,4206
1846,4667,3492
1237,235,584
683,3058,2268
520,3120,7
1512,351,2401
4363,3569,909
4943,1309,1429
3739,3517,2482
2468,4637,3543
1874,4968,2886
4801,2915,321
1691,4937,2815
1984,3351,3707
4371,3066,433
3477,3887,1346
3992,2896,1809
4392,3054,203
686,3232,3566
2645,274,4385
2791,3464,637
874,2589,2779
1406,4825,1429
136,2754,1465
2988,4715,4099
4098,3259,3226
1691,1284,2815
2489,2042,3428
2408,3905,4222
2725,1038,4497
3250,498,419
3737,653,4257
2013,2703,4648
659,2163,2151
4408,3333,2923
2970,1071,1816
2610,1467,790
1325,1285,3497
889,918,430
2149,1393,4123
2616,1621,2986
2891,448,1654
949,244,4792
3208,1342,2097
2013,4613,4499
1303,4211,922
2557,4355,3540
2565,125,3691
4354,1307,4776
2276,1640,2157
2390,1259,56
4933,1874,2521
3161,4034,289
4568,655,3322
499,4803,14
702,1438,3777
94,3886,4615
4454,4612,4285
3439,2765,224
713,209,721
1817,3843,1789
4269,544,4660
3486,1001,1783
3047,4788,4642
4239,4994,2867
1743,3407,1266
1967,502,830
127,949,1833
1925,2402,3163
2392,4860,2757
1684,4068,4262
2775,4080,2216
1825,2644,761
2407,2300,324
3851,1367,3417
3068,1264,4060
4566,3295,2925
1060,3431,4128
4520,1069,2606
4083,2994,3567
2676,2151,2485
3380,1404,706
2861,740,985
4692,1895,612
4048,3196,1556
797,4088,1855
558,4055,3926
2338,3242,1338
1195,1579,1282
4645,2290,49
2206,3237,2742
1241,704,665
921,2845,1759
4408,4167,4694
2169,2285,2540
4246,2145,1926
1898,84,3216
997,4810,4505
3648,2392,2824
645,4866,4933
1046,4729,3843
2141,107,398
1800,296,2249
4224,621,4250
3971,1106,2693
204,797,1210
4329,2745,2409
2169,181,3543
4791,4784,731
4447,667,4542
3657,3123,4541
1117,2532,1563
1866,248,210
4882,4594,308
3617,4945,921
3432,227,790
1447,4508,1668
415,4407,4758
2311,412,2081
1070,332,2712
1986,1853,1612
3641,3678,4476
1134,1168,2682
4408,231,2923
3713,3462,3269
2303,3230,1039
2207,478,2252
3486,596,1783
3168,3739,1094
351,2081,667
4964,1975,111
106,3867,4492
4158,1821,4939
3100,3768,1412
753,28,189
1989,1259,1482
2673,3203,1167
2549,128,3735
525,3047,1904
2405,3773,3877
4653,2841,304
4177,1050,1900
25,4747,2564
2587,1107,2602
2155,4028,4371
4080,3295,4746
4890,1410,1915
2813,2860,2276
4389,3510,678
1046,1957,269
1125,3881,3730
4563,575,3500
2882,536,4608
3405,4106,1910
2851,3254,3047
886,3521,793
1027,2709,4666
2702,3735,2067
4917,2454,144
1880,968,1205
4571,4699,2539
1300,3156,4991
186,3024,4917
1573,3527,4750
1454,4681,854
2129,3589,4715
3851,4341,3222
3103,603,3996
3121,4151,4312
1215,3295,1458
3685,2676,142
3936,1911,2763
3988,1090,3477
3607,4217,2678
4644,4840,3795
2539,4015,2284
3208,1490,2097
3373,3751,3346
3239,717,3765
4153,567,197
3634,4158,3208
1393,966,1651
992,4034,1444
4917,2454,600
4476,341,1151
2845,4272,793
406,4369,3036
491,3855,2388
4642,3067,3187
3016,1737,1058
3718,177,2571
4408,1369,387
1168,212,1143
2788,4047,43
2059,1725,738
1633,2922,4484
2866,2428,1514
4778,3252,3222
4025,20,1817
4719,291,3612
2944,4249,957
1518,2169,1921
1196,1562,981
669,3740,4823
115,2520,3206
226,1126,1811
2417,4180,3359
2911,1300,2522
4050,3408,489
4759,4766,3347
1594,895,1983
460,945,3945
3835,4119,3649
4056,3489,607
1168,287,1143
1563,538,4966
4616,581,173
601,1055,1420
730,1001,197
3543,3936,133
4276,1616,2807
4991,4693,2763
1183,3438,4667
460,4661,1552
2247,1196,460
2101,3787,4251
2404,1602,2308
2457,4588,2390
1817,235,4442
1300,2350,4341
3439,2765,4186
4058,497,1270
1730,572,962
2830,378,2567
826,421,708
3857,2708,4421
1135,902,4420
2061,4139,2962
4059,1279,1532
2072,3024,4590
4581,698,2621
2815,1354,4559
3325,1045,2622
539,3151,1901
3105,4838,2474
1880,3511,2674
2145,1743,2257
2525,4826,1495
3685,4471,4994
1743,2328,329
3853,4511,1816
4213,4125,1889
411,2140,1700
4330,1464,3780
126,3546,3013
538,3345,1986
2628,4681,2714
1965,4613,4642
4157,2346,206
2157,2146,1300
3277,1649,2268
1300,1493,3107
3901,2653,2146
56,2522,4090
3045,1124,3984
3777,570,2883
4428,4904,2288
3546,1546,956
3262,268,4419
3464,305,2217
2133,3859,2987
1737,3516,2734
891,337,607
3900,3148,3960
4742,4521,1519
1845,2456,3953
677,764,695
3927,1193,612
320,2042,2403
1916,2974,3377
659,3829,3587
879,7,1336
1612,1735,2885
4022,1639,4751
2708,1682,4934
3022,2405,3574
3148,2997,3855
4589,1756,177
2921,4422,1163
24,3263,1091
574,2485,2005
324,3506,2530
3936,2170,1453
4011,1275,4790
157,3894,4936
3058,68,1310
3067,288,2532
2027,1025,2566
2645,4895,3762
1530,1891,2930
3281,4432,2512
4656,3611,2710
2354,4068,2896
3950,4476,917
115,4975,3206
3992,2896,1454
222,3667,1998
2072,1224,2833
4083,4336,2450
2882,1919,4608
3665,4090,2759
4428,1573,2288
4855,4281,949
1877,2897,1287
1948,3647,2901
1758,4964,3007
3641,187,671
162,1178,526
4326,4257,555
4211,4330,173
1440,1984,4185
2405,2557,2927
2753,2387,3802
917,401,1825
2979,1218,667
1649,1211,893
3742,323,1526
4021,3095,1407
311,3417,4432
3099,4981,2644
1323,651,4820
406,136,3963
866,786,990
3357,350,1993
2335,493,2485
1183,3340,2680
2976,2845,2542
3350,4882,295
983,448,1685
1530,2161,3811
3908,2477,1903
409,3887,4650
203,4196,3083
473,2601,4342
2249,2692,3059
2105,3819,4276
4719,1389,3612
4069,2287,1314
1526,3155,4870
976,4955,4279
2197,2275,611
3414,3140,108
1393,4448,4028
3894,2413,4267
3751,4253,3877
4345,1422,4342
3753,4975,3091
1325,3249,3497
2617,1936,4647
4355,131,1942
19,1814,4438
223,3583,3012
3655,1987,2013
997,3682,1355
3420,1897,4008
1641,2321,3954
897,2262,2933
1649,1211,2652
3268,3524,467
150,4818,3981
1094,26,4568
2102,1768,4000
1045,4565,2477
288,2364,816
2028,1250,4953
2644,3411,976
680,4856,4501
2161,4237,2175
1218,1085,1943
507,2736,3199
2742,709,99
4262,3528,4746
1824,2791,210
4145,435,2978
4953,4108,2409
1191,608,2618
2896,2554,4164
2096,4717,1910
351,4430,667
4522,4818,2758
474,4134,331
4030,4681,937
1951,1682,3217
4920,2324,4293
3464,1662,2217
2661,4582,1482
4903,1058,4839
1309,3498,4156
3408,2997,3802
3964,4727,634
2170,4800,618
1338,3891,1540
286,4992,990
1204,3266,4590
4202,773,2850
1526,3155,991
1571,1905,1118
2966,349,1467
1904,2224,3337
1866,2212,680
565,2147,4177
3642,46,3802
2402,1017,4920
1133,1352,3569
3048,384,3497
2978,2808,663
2068,4262,49
3428,1838,1248
983,2855,331
1057,2047,1606
4134,4609,4311
3065,2165,1097
2200,2714,2625
4127,552,584
4790,2335,3107
2732,3117,3581
4069,4845,1314
2541,4722,2947
2261,244,3717
1747,3741,3155
2775,4960,96
2700,2103,3686
2703,4002,2411
2693,1352,899
416,3606,4346
4047,905,2458
1000,724,1397
2783,2290,4905
4968,3798,3054
507,3075,3751
2741,4602,1152
728,1032,424
2535,957,995
3406,1870,310
3699,3497,2635
3040,581,2032
1090,3261,4040
1532,2465,4953
106,3016,3870
1929,4102,1108
4139,766,3949
4001,2407,674
115,4975,1866
84,4390,2151
1118,2435,4557
4903,2482,1561
1352,1249,2901
409,2647,1739
287,356,1027
4319,4508,121
1986,4874,4184
3467,2602,572
2522,2347,4892
2441,3100,1549
4145,598,1612
2169,4660,2690
4148,1168,2368
3090,1445,4346
3452,3468,243
743,3069,1399
1307,3390,4165
19,3078,2510
125,3901,1478
1135,496,915
320,471,2403
4757,2648,1293
3655,740,2013
3323,2030,4644
4561,3001,3413
3428,4924,1765
2661,4582,1743
1096,1105,1215
21,4447,984
8,2891,390
2147,3540,2721
1176,4578,3889
1573,3527,2267
4166,4578,4711
4642,3204,3107
2408,3905,4131
4354,490,4023
1426,28,4035
3407,619,4340
4946,1778,1710
636,4476,2140
1129,4557,3392
2441,3349,1154
4613,3922,2665
4869,2359,3985
3390,4943,3513
427,4609,877
3843,592,3823
2113,3102,561
1653,4601,1094
2197,2067,2724
665,966,4385
2155,4788,1001
2994,3675,3688
4968,726,526
917,493,3503
2944,1201,2126
262,3219,782
2813,2988,1431
4990,3177,4028
3762,430,3718
288,3151,4899
64,569,2253
3480,4950,4426
4021,2143,627
2538,240,1086
2746,1614,4101
2610,4749,53
2354,463,867
1537,3781,1449
2845,1200,1470
1684,4939,2894
507,4616,3199
2170,4471,1759
639,1542,4056
86,4560,2117
3132,4315,301
1223,2721,2105
4954,2285,2096
659,2452,2151
420,2542,3263
2757,1269,269
2517,3498,1960
2545,4635,2815
1133,4653,1848
492,4205,1753
3254,4608,3433
3638,1254,4023
3941,680,740
2504,3627,2987
1919,1364,424
2661,1426,3264
1700,415,890
1021,4679,4301
2365,4814,3432
223,3857,1117
2011,1997,4366
1393,145,1651
4514,4123,2458
971,4513,4073
2028,2907,4953
4578,440,3390
53,4266,310
1412,4579,4568
4415,3249,2686
3220,985,938
3262,798,4419
2549,1660,1275
4590,2307,4895
714,306,586
4069,3314,1314
3583,92,2631
3528,4195,1433
2781,891,915
3379,4409,1610
4410,4074,3641
4732,4193,765
3097,1449,1865
1020,589,3241
846,3992,1965
998,2815,4529
106,476,3870
288,3151,1070
968,2319,2563
515,3298,694
4259,2510,4144
1852,3860,650
4511,949,4834
2573,1732,2807
2732,2492,3581
350,717,374
2397,2510,4090
4911,3914,1391
2745,1573,3107
2266,2696,2999
1133,4653,3355
2149,1393,1249
2401,3064,2938
607,608,4143
2206,3237,819
4362,1976,2034
1737,3418,2532
1845,2830,70
3217,102,1740
2748,289,4074
1912,173,3333
1412,4446,1007
2159,3699,3547
3269,600,2759
1292,4750,3647
4188,4917,1237
4823,45,4101
3224,1565,2449
3630,3783,3949
289,4050,4633
2980,3901,852
310,2759,419
3307,1580,3943
2364,144,1944
1300,3395,4991
3099,3848,38
3297,443,1756
4354,1172,374
3571,3059,4102
1737,3516,2532
2250,4643,2072
285,4941,901
1948,2605,2901
83,2663,2845
2601,4699,525
2168,3230,1699
46,4090,1699
3286,2485,1502
2874,843,1853
4867,3067,1842
3718,177,2654
88,4799,2709
4588,3509,2159
1133,4166,789
1799,4642,2694
168,3686,705
3105,4079,2666
4792,1987,4246
2025,885,1569
2059,3496,738
2026,1631,740
1747,1431,3505
4077,889,2291
604,2661,1636
2517,478,4847
1787,1317,275
2149,4451,112
1472,1168,2621
2539,4609,2284
3467,3937,3851
1199,2350,497
2754,4656,2354
782,643,4943
2694,348,1668
4561,2117,4394
1635,2867,3560
3515,3204,149
1836,3546,808
4823,2161,4101
3870,115,1000
684,489,4471
2112,20,1807
938,785,139
906,0,3075
4285,682,669
3870,115,2841
1389,3418,2028
3826,507,3496
2261,4397,1458
990,3819,2822
1098,3708,786
1227,4874,3480
3751,1106,854
4039,1406,3996
3131,224,3269
1866,1214,680
4494,421,286
2135,2292,3834
3881,1883,3351
1106,2135,3627
2558,143,4079
66,1924,4063
4476,582,3859
3356,4472,4428
2540,1205,3703
2088,3811,4873
3081,4000,3180
1472,2580,3785
1325,1285,2209
53,3418,938
1439,3739,4913
731,1782,1248
3054,4215,286
3571,2059,3384
115,3143,460
2692,508,2566
669,3740,3001
4704,4683,4432
2432,645,502
4047,2316,1443
717,310,1477
4666,4869,3196
3947,3102,4913
507,525,1796
3307,3886,2781
3677,4091,833
4174,1870,3290
4270,1320,4542
3423,1180,901
3348,773,909
640,1189,569
1472,4321,4646
127,1046,496
961,688,4246
1195,2637,856
3242,2631,4339
956,1653,861
4102,3298,262
411,1942,1700
4022,1639,4633
874,2589,536
2828,4330,2213
4177,1883,2056
2949,1914,3090
2492,4037,544
4262,2161,2429
1031,3027,2985
121,1972,3856
4407,488,1440
331,1649,1204
105,412,2652
2772,1774,1701
2457,920,2390
4941,4883,3356
2574,1594,347
2321,1277,4347
374,2258,4700
917,4269,1825
4180,435,4493
4979,2062,3054
4858,2354,2693
3168,1398,1473
356,301,2694
2644,3137,1763
1443,240,1737
532,26,3067
2247,1215,2536
2647,3091,1880
2830,1205,1175
3919,2266,4613
3065,0,3503
1349,2520,1070
532,4510,4654
1260,2354,3820
216,4451,1165
4082,4143,3802
2112,2557,1807
2342,3258,4257
4119,4281,498
3642,3554,3802
3947,1342,3427
1016,4471,789
2013,1040,873
2184,2081,4206
1527,392,2850
2991,3024,798
2619,679,4443
986,1799,4334
4959,1929,815
4080,157,4746
3091,642,50
2408,1874,2833
797,1724,4581
1999,1585,3573
3250,498,4806
322,4374,53
3762,3071,3718
724,2121,4860
3015,1254,3734
613,3740,1699
1227,2985,4521
4236,4156,2340
2461,3962,1989
3649,4298,1086
2163,1894,4000
1107,170,3261
4749,3070,3327
1228,4636,489
4719,4830,4320
1821,2431,2991
4981,1674,2902
2661,4332,3264
2755,4298,2953
2857,651,4643
1469,2300,702
4109,4522,2349
1504,4449,410
2764,4549,1966
2368,4685,130
4058,822,1270
2261,3525,3205
3953,4407,3721
2708,4471,4329
1973,2938,3540
3112,431,4607
739,1782,2828
1410,2145,3252
3022,284,1181
724,24,3128
387,4764,3526
105,1925,2652
1563,4809,4957
2890,1109,3458
4594,3273,2963
1641,4861,2354
4165,566,1626
807,1472,1934
125,3703,1478
3000,3833,1669
2124,2539,3949
4227,4994,1312
2686,1128,2060
416,4867,2944
433,349,1621
3059,4358,3345
990,332,2822
1737,3418,2734
4218,4253,4106
683,536,2268
1245,973,273
1852,3860,1671
1447,4315,1668
4083,3511,20
150,1680,3981
4911,3249,2160
1042,739,2868
4269,4226,2510
3119,3431,4267
2504,4252,2462
868,1929,409
4620,4507,3167
1658,377,4550
1112,1006,2515
978,2554,1366
4979,2062,2697
3870,646,2841
1951,1053,3217
427,4542,2454
3909,470,2362
4514,2827,2458
1737,4522,4340
2262,487,1466
2392,2553,1514
1839,4617,171
1825,261,761
4738,574,133
4253,2282,1055
4476,341,105
713,1500,258
2457,1452,2390
2371,1886,2618
2703,4953,2216
578,3193,421
4783,4419,3490
2741,1572,1152
2266,3199,986
759,4189,1283
2833,1657,1416
4319,3593,121
2960,2285,1461
2297,4939,1768
2768,111,1991
450,1957,3497
2321,3187,3598
1684,3156,4221
3516,3505,3883
4153,567,3471
1205,3187,105
2795,2852,2911
507,544,1796
2813,2988,2794
2980,1514,4074
4709,1338,3529
3491,1229,575
1727,604,584
2266,1315,3889
2841,4872,117
3206,2419,3219
1975,4793,1596
3054,4215,1663
4912,3860,224
2694,4165,414
1665,1154,381
2247,4549,2828
1552,1410,2734
4694,2861,1355
1228,3065,4513
256,786,1444
3254,2565,305
1929,3588,664
2549,4554,975
2958,136,4952
262,335,1900
842,4883,2533
4945,432,530
3909,1449,2059
2112,2484,1807
53,3311,1043
2561,1119,1105
1397,3439,157
2401,3064,2605
498,3685,4607
278,99,4912
1397,1317,1431
4284,647,3855
878,417,790
2697,1350,169
1362,3795,4661
2783,1274,1514
38,4637,691
2841,420,1680
2429,355,2156
690,2987,2598
450,1293,907
589,282,1927
19,4262,4512
1546,4775,731
3168,4796,1094
3220,81,24
3617,3857,4040
2209,3764,2847
4891,2889,1972
2101,4991,4145
1181,1322,321
2175,2387,2604
1369,4714,2382
240,4542,4246
2809,4559,1249
4450,1685,2083
1316,699,664
2480,2015,656
3943,637,4239
3064,1630,3510
3846,1973,4191
4928,467,3823
1743,4483,4784
3168,1398,1094
1596,3735,3170
603,1488,2309
4467,2367,4235
3739,1999,1196
3870,646,1000
683,3386,2848
105,412,1910
1573,1178,2267
4098,1661,4131
3462,2763,69
170,3528,1772
2855,4164,1338
905,4330,2641
3464,3515,1814
1154,1097,1082
4653,322,1798
3180,659,683
4731,4659,4952
964,648,4130
4862,1856,2407
4920,1573,2546
447,3805,4133
2247,1424,2163
4030,3290,4403
2075,325,1722
2573,1464,2807
4699,996,2358
1817,2525,3004
1641,2321,2354
409,2175,516
2244,1495,1530
3364,1965,4340
2644,3137,4158
288,1557,4899
417,4202,2994
4833,3779,4415
2616,4828,2196
3685,4016,3638
3091,3697,50
127,4717,496
4858,4448,1993
1223,2338,3378
4830,1086,459
2546,2709,2371
1641,503,3954
2484,2056,4198
1125,1967,575
4098,1040,4131
1325,691,1556
4358,4301,3630
2028,849,4953
4157,1461,1880
306,4237,1963
1086,4316,1118
2780,4236,4585
3688,31,2866
4950,4949,4729
3662,3927,4246
2047,3254,412
3773,3589,1970
281,331,3889
2725,2084,35
4276,1915,1175
4080,2279,4746
539,3428,1893
3947,4762,3427
1817,2814,1154
2149,34,4123
1639,3945,3102
724,4903,711
538,4617,3865
4482,4653,4101
3408,2997,2615
3467,4514,572
3536,439,1016
1135,297,3080
917,4988,3503
64,2116,2253
2102,2635,94
682,4039,1471
2067,2709,3700
4129,1493,4941
4529,1152,1379
1435,1336,741
4355,245,3076
3058,4473,288
3373,4717,3357
1798,2733,4470
4374,1129,2321
4156,2545,309
4473,4917,1738
2963,3941,1468
4581,3706,1250
4168,1317,4435
4867,3811,1743
2851,1489,2063
1060,2541,4128
2648,1702,3431
4050,4722,489
1855,1565,3390
2045,3694,3155
3894,634,1108
3634,4962,1096
2622,49,4262
2847,4845,3554
1396,847,3411
909,2768,4340
4882,24,427
663,2317,2925
4715,1893,2477
2279,1490,4411
1463,667,2616
4998,2075,2037
1338,4467,1540
4235,4887,1369
741,4357,4928
3494,107,2260
4605,2002,2947
536,741,28
2517,4768,2622
572,3056,1205
794,1725,3970
2673,3203,738
3045,245,4055
1999,3967,3573
53,4266,2949
3012,3464,1137
1175,2454,3259
4293,976,2155
1877,2170,3729
3681,4192,3829
77,4536,2309
52,4722,4033
248,640,2119
4855,2121,4319
4259,4522,2882
2101,2365,4251
1060,480,733
4326,4257,2257
1866,3203,4294
572,3056,3652
20,973,1943
